Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Matches
2502,Serdar Tasci,de GER,DF,Bayern Munich,de Bundesliga,28,1987,3,3,218,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2503,Borys Tashchy,ua UKR,"FW,MF",Stuttgart,de Bundesliga,22,1993,9,0,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2504,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,it Serie A,29,1986,37,37,3310,36.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2505,Timothée Taufflieb,fr FRA,MF,Paris S-G,fr Ligue 1,22,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2506,Neil Taylor,wls WAL,"DF,MF",Swansea City,eng Premier League,26,1989,34,33,2947,32.7,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
2507,Steven Taylor,eng ENG,DF,Newcastle Utd,eng Premier League,29,1986,10,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2508,Dionatan Teixeira,br BRA,DF,Stoke City,eng Premier League,23,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2509,Alex Telles,br BRA,DF,Inter,it Serie A,22,1992,21,18,1573,17.5,0,1,1,0,0,0,7,1,0.00,0.06,0.06,0.00,0.06,Matches
2510,Cristian Tello,es ESP,"FW,MF",Fiorentina,it Serie A,23,1991,15,13,1072,11.9,2,4,6,2,0,0,1,0,0.17,0.34,0.50,0.17,0.50,Matches
2511,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,23,1992,7,6,543,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2512,Emanuele Terranova,it ITA,DF,Sassuolo,it Serie A,28,1987,6,3,334,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2513,John Terry,eng ENG,DF,Chelsea,eng Premier League,34,1980,24,24,1986,22.1,1,0,1,1,0,0,4,2,0.05,0.00,0.05,0.05,0.05,Matches
2514,Alexander Tettey,no NOR,MF,Norwich City,eng Premier League,29,1986,23,23,1949,21.7,2,0,2,2,0,0,10,0,0.09,0.00,0.09,0.09,0.09,Matches
2515,Florian Thauvin,fr FRA,"FW,MF",Newcastle Utd,eng Premier League,22,1993,13,3,427,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2516,Florian Thauvin,fr FRA,"FW,MF",Marseille,fr Ligue 1,22,1993,16,11,944,10.5,2,0,2,2,0,0,0,1,0.19,0.00,0.19,0.19,0.19,Matches
2517,Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,fr Ligue 1,25,1989,22,22,1980,22.0,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,Matches
2518,Cyril Théréau,fr FRA,FW,Udinese,it Serie A,32,1983,36,34,2894,32.2,11,3,14,11,0,0,2,1,0.34,0.09,0.44,0.34,0.44,Matches
2519,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,27,1988,36,36,3219,35.8,2,0,2,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches
2520,Adrien Thomasson,fr FRA,"DF,FW",Nantes,fr Ligue 1,21,1993,34,30,2514,27.9,2,5,7,2,0,0,7,0,0.07,0.18,0.25,0.07,0.25,Matches
2521,Adnane Tighadouini,ma MAR,"FW,MF",Málaga,es La Liga,22,1992,10,4,388,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
2522,Cheick Tioté,ci CIV,MF,Newcastle Utd,eng Premier League,29,1986,20,16,1220,13.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
2523,Marcel Tisserand,cd COD,DF,Toulouse,fr Ligue 1,22,1993,33,32,2842,31.6,1,0,1,1,0,0,7,1,0.03,0.00,0.03,0.03,0.03,Matches
2524,Fernando Tissone,ar ARG,MF,Málaga,es La Liga,29,1986,12,12,994,11.0,0,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches
2525,Tito,es ESP,DF,Rayo Vallecano,es La Liga,30,1985,29,29,2483,27.6,1,4,5,1,0,0,6,2,0.04,0.14,0.18,0.04,0.18,Matches
2526,Ola Toivonen,se SWE,"FW,MF",Sunderland,eng Premier League,29,1986,12,9,659,7.3,0,2,2,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,Matches
2527,Ola Toivonen,se SWE,"FW,MF",Rennes,fr Ligue 1,29,1986,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2528,Corentin Tolisso,fr FRA,"DF,MF",Lyon,fr Ligue 1,20,1994,33,28,2581,28.7,5,6,11,5,0,0,3,0,0.17,0.21,0.38,0.17,0.38,Matches
2529,Jeremy Toljan,de GER,"DF,MF",Hoffenheim,de Bundesliga,20,1994,18,16,1488,16.5,1,0,1,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,Matches
2530,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,24,1990,24,21,1896,21.1,1,0,1,1,0,0,8,1,0.05,0.00,0.05,0.05,0.05,Matches
2531,James Tomkins,eng ENG,"DF,MF",West Ham,eng Premier League,26,1989,25,23,1961,21.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
2532,Lee Tomlin,eng ENG,"FW,MF",Bournemouth,eng Premier League,26,1989,6,3,290,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2533,Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,17,1997,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2534,Nenad Tomović,rs SRB,DF,Fiorentina,it Serie A,27,1987,24,19,1673,18.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
2535,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,25,1990,26,26,2288,25.4,2,0,2,2,0,0,10,1,0.08,0.00,0.08,0.08,0.08,Matches
2536,Kevin Toner,ie IRL,DF,Aston Villa,eng Premier League,19,1996,4,3,315,3.5,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches
2537,Aleksandar Tonev,bg BUL,MF,Frosinone,it Serie A,25,1990,22,11,1086,12.1,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
2538,Ivan Toney,eng ENG,FW,Newcastle Utd,eng Premier League,19,1996,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2539,Luca Toni,it ITA,FW,Hellas Verona,it Serie A,38,1977,23,20,1775,19.7,6,0,6,3,3,3,3,0,0.30,0.00,0.30,0.15,0.15,Matches
2540,Toño,es ESP,"DF,MF",Levante,es La Liga,25,1989,27,26,2387,26.5,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches
2541,Toño,es ESP,GK,Rayo Vallecano,es La Liga,35,1979,10,10,806,9.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
2542,Ömer Toprak,tr TUR,DF,Leverkusen,de Bundesliga,26,1989,19,17,1407,15.6,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches
2543,Vasilis Torosidis,gr GRE,"DF,MF",Roma,it Serie A,30,1985,11,6,579,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2544,Fernando Torres,es ESP,FW,Atlético Madrid,es La Liga,31,1984,30,17,1691,18.8,11,4,15,11,0,0,4,0,0.59,0.21,0.80,0.59,0.80,Matches
2545,Miguel Torres,es ESP,DF,Málaga,es La Liga,29,1986,23,22,1958,21.8,0,2,2,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,Matches
2546,Óliver Torres,es ESP,"FW,MF",Atlético Madrid,es La Liga,20,1994,21,9,818,9.1,0,2,2,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
2547,Xavi Torres,es ESP,"DF,MF",Betis,es La Liga,28,1986,12,6,637,7.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2548,Francesco Totti,it ITA,"FW,MF",Roma,it Serie A,38,1976,13,2,394,4.4,5,3,8,4,1,1,3,0,1.14,0.69,1.83,0.91,1.60,Matches
2549,Jérémy Toulalan,fr FRA,"DF,MF",Monaco,fr Ligue 1,31,1983,25,25,2228,24.8,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
2550,Abdoulaye Touré,gn GUI,"FW,MF",Nantes,fr Ligue 1,21,1994,4,2,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2551,Alassane Touré,fr FRA,DF,Gazélec Ajaccio,fr Ligue 1,26,1989,13,11,950,10.6,1,0,1,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches
2552,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,19,1996,10,9,758,8.4,3,2,5,3,0,0,3,0,0.36,0.24,0.59,0.36,0.59,Matches
2553,Birama Touré,ml MLI,MF,Nantes,fr Ligue 1,23,1992,23,21,1815,20.2,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
2554,Kolo Touré,ci CIV,DF,Liverpool,eng Premier League,34,1981,14,9,858,9.5,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
2555,Thomas Touré,ci CIV,"FW,MF",Bordeaux,fr Ligue 1,21,1993,22,7,845,9.4,2,1,3,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches
2556,Yaya Touré,ci CIV,MF,Manchester City,eng Premier League,32,1983,32,28,2325,25.8,6,5,11,5,1,1,3,0,0.23,0.19,0.43,0.19,0.39,Matches
2557,Zargo Touré,sn SEN,"DF,MF",Lorient,fr Ligue 1,25,1989,29,29,2556,28.4,4,0,4,4,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
2558,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,18,1997,1,1,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2559,Andros Townsend,eng ENG,"FW,MF",Tottenham,eng Premier League,24,1991,3,0,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2560,Andros Townsend,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,24,1991,13,12,1087,12.1,4,2,6,4,0,0,0,0,0.33,0.17,0.50,0.33,0.50,Matches
2561,Aleksandar Trajkovski,mk MKD,"FW,MF",Palermo,it Serie A,22,1992,32,16,1654,18.4,3,1,4,3,0,0,2,0,0.16,0.05,0.22,0.16,0.22,Matches
2562,Abdou Traoré,ml MLI,MF,Bordeaux,fr Ligue 1,27,1988,10,4,368,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2563,Adama Traoré,es ESP,"FW,MF",Aston Villa,eng Premier League,19,1996,10,0,193,2.1,0,1,1,0,0,0,1,0,0.00,0.47,0.47,0.00,0.47,Matches
2564,Adama Traoré,ml MLI,"FW,MF",Monaco,fr Ligue 1,20,1995,6,4,364,4.0,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches
2565,Alain Traoré,bf BFA,"FW,MF",Lorient,fr Ligue 1,26,1988,3,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2566,Bertrand Traoré,bf BFA,"FW,MF",Chelsea,eng Premier League,19,1995,10,4,375,4.2,2,1,3,2,0,0,0,0,0.48,0.24,0.72,0.48,0.72,Matches
2567,Charles Traore,ml MLI,DF,Troyes,fr Ligue 1,23,1992,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2568,Hamari Traoré,ml MLI,DF,Reims,fr Ligue 1,23,1992,33,32,2912,32.4,2,1,3,2,0,0,11,1,0.06,0.03,0.09,0.06,0.09,Matches
2569,Ibrahima Traoré,gn GUI,MF,Gladbach,de Bundesliga,27,1988,24,17,1466,16.3,3,1,4,3,0,0,1,0,0.18,0.06,0.25,0.18,0.25,Matches
2570,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,28,1986,34,34,2959,32.9,1,0,1,1,0,0,2,1,0.03,0.00,0.03,0.03,0.03,Matches
2571,Lacina Traoré,ci CIV,FW,Monaco,fr Ligue 1,25,1990,19,11,815,9.1,3,1,4,3,0,1,5,1,0.33,0.11,0.44,0.33,0.44,Matches
2572,Mahamane Traoré,ml MLI,MF,Nice,fr Ligue 1,26,1988,12,4,408,4.5,2,2,4,2,0,0,2,0,0.44,0.44,0.88,0.44,0.88,Matches
2573,Kevin Trapp,de GER,GK,Paris S-G,fr Ligue 1,25,1990,35,35,3105,34.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2574,Christian Träsch,de GER,"DF,MF",Wolfsburg,de Bundesliga,27,1987,29,23,2068,23.0,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
2575,Roberto Trashorras,es ESP,MF,Rayo Vallecano,es La Liga,34,1981,36,35,3116,34.6,2,7,9,0,2,3,10,0,0.06,0.20,0.26,0.00,0.20,Matches
2576,Óscar Trejo,ar ARG,"FW,MF",Toulouse,fr Ligue 1,27,1988,34,23,2172,24.1,4,4,8,4,0,0,6,1,0.17,0.17,0.33,0.17,0.33,Matches
2577,Benoît Trémoulinas,fr FRA,DF,Sevilla,es La Liga,29,1985,24,24,2158,24.0,0,3,3,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
2578,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,23,1991,31,24,2114,23.5,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches
2579,Kieran Trippier,eng ENG,"DF,MF",Tottenham,eng Premier League,24,1990,6,5,459,5.1,1,1,2,1,0,0,1,0,0.20,0.20,0.39,0.20,0.39,Matches
2580,Piotr Trochowski,de GER,MF,Augsburg,de Bundesliga,31,1984,6,2,153,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2581,Tropi,es ESP,MF,Valencia,es La Liga,20,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2582,Marcello Trotta,it ITA,FW,Sassuolo,it Serie A,22,1992,8,1,200,2.2,1,0,1,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches
2583,Ángel Trujillo,es ESP,DF,Levante,es La Liga,27,1987,8,8,667,7.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2584,John Tshibumbu,cd COD,FW,Gazélec Ajaccio,fr Ligue 1,26,1989,23,12,1072,11.9,3,0,3,3,0,0,6,0,0.25,0.00,0.25,0.25,0.25,Matches
2585,Marco Tumminello,it ITA,FW,Roma,it Serie A,16,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2586,Arda Turan,tr TUR,"FW,MF",Barcelona,es La Liga,28,1987,18,9,817,9.1,2,3,5,2,0,0,5,0,0.22,0.33,0.55,0.22,0.55,Matches
2587,Atila Turan,tr TUR,"DF,MF",Reims,fr Ligue 1,23,1992,11,8,749,8.3,2,0,2,2,0,0,3,0,0.24,0.00,0.24,0.24,0.24,Matches
2588,Przemysław Tytoń,pl POL,GK,Stuttgart,de Bundesliga,28,1987,30,30,2677,29.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
2589,Salih Uçan,tr TUR,MF,Roma,it Serie A,21,1994,3,0,43,0.5,0,1,1,0,0,0,0,0,0.00,2.09,2.09,0.00,2.09,Matches
2590,Ikechukwu Uche,ng NGA,FW,Málaga,es La Liga,31,1984,3,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2591,Anthony Ujah,ng NGA,FW,Werder Bremen,de Bundesliga,24,1990,32,26,2334,25.9,11,2,13,11,0,1,3,0,0.42,0.08,0.50,0.42,0.50,Matches
2592,Leonardo Ulloa,ar ARG,FW,Leicester City,eng Premier League,29,1986,29,7,984,10.9,6,1,7,5,1,1,0,0,0.55,0.09,0.64,0.46,0.55,Matches
2593,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,26,1988,1,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2594,Samuel Umtiti,fr FRA,DF,Lyon,fr Ligue 1,21,1993,30,30,2656,29.5,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches
2595,Mark Uth,de GER,"FW,MF",Hoffenheim,de Bundesliga,23,1991,25,16,1401,15.6,8,1,9,8,0,0,2,0,0.51,0.06,0.58,0.51,0.58,Matches
2596,Valentín Vada,ar ARG,"FW,MF",Bordeaux,fr Ligue 1,19,1996,16,10,933,10.4,0,2,2,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches
2597,Álvaro Vadillo,es ESP,"FW,MF",Betis,es La Liga,20,1994,3,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2598,William Vainqueur,fr FRA,MF,Roma,it Serie A,26,1988,16,4,605,6.7,0,2,2,0,0,0,3,0,0.00,0.30,0.30,0.00,0.30,Matches
2599,Mathieu Valbuena,fr FRA,"FW,MF",Lyon,fr Ligue 1,30,1984,26,21,1808,20.1,1,5,6,1,0,0,5,0,0.05,0.25,0.30,0.05,0.30,Matches
2600,Mirko Valdifiori,it ITA,MF,Napoli,it Serie A,29,1986,6,6,453,5.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
2601,Antonio Valencia,ec ECU,"DF,MF",Manchester Utd,eng Premier League,29,1985,14,8,857,9.5,0,3,3,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,Matches
2602,Enner Valencia,ec ECU,"FW,MF",West Ham,eng Premier League,25,1989,19,10,1009,11.2,4,2,6,4,0,0,1,0,0.36,0.18,0.54,0.36,0.54,Matches
2603,Borja Valero,es ESP,MF,Fiorentina,it Serie A,30,1985,37,35,3093,34.4,4,6,10,4,0,0,5,0,0.12,0.17,0.29,0.12,0.29,Matches
2604,Virgil van Dijk,nl NED,DF,Southampton,eng Premier League,24,1991,34,34,3060,34.0,3,0,3,3,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
2605,Raphaël Varane,fr FRA,"DF,MF",Real Madrid,es La Liga,22,1993,26,23,2182,24.2,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
2606,Javi Varas,es ESP,GK,Las Palmas,es La Liga,32,1982,31,31,2710,30.1,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
2607,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,28,1987,36,36,3132,34.8,24,6,30,19,5,6,7,1,0.69,0.17,0.86,0.55,0.72,Matches
2608,Francisco Varela,es ESP,DF,Betis,es La Liga,20,1994,14,10,911,10.1,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
2609,Guillermo Varela,uy URU,DF,Manchester Utd,eng Premier League,22,1993,4,3,315,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2610,Eduardo Vargas,cl CHI,"FW,MF",Hoffenheim,de Bundesliga,25,1989,24,16,1502,16.7,2,3,5,2,0,0,1,0,0.12,0.18,0.30,0.12,0.30,Matches
2611,Álvaro Vázquez,es ESP,FW,Getafe,es La Liga,24,1991,34,24,1985,22.1,5,4,9,4,1,1,6,0,0.23,0.18,0.41,0.18,0.36,Matches
2612,Franco Vázquez,ar ARG,"FW,MF",Palermo,it Serie A,26,1989,36,36,3179,35.3,8,7,15,7,1,1,11,0,0.23,0.20,0.42,0.20,0.40,Matches
2613,Lucas Vázquez,es ESP,"DF,FW",Real Madrid,es La Liga,24,1991,25,10,1238,13.8,4,6,10,4,0,0,4,0,0.29,0.44,0.73,0.29,0.73,Matches
2614,Matías Vecino,uy URU,"FW,MF",Fiorentina,it Serie A,23,1991,30,27,2396,26.6,2,1,3,2,0,0,8,0,0.08,0.04,0.11,0.08,0.11,Matches
2615,Olivier Veigneau,fr FRA,DF,Nantes,fr Ligue 1,30,1985,2,2,168,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2616,Carlos Vela,mx MEX,"FW,MF",Real Sociedad,es La Liga,26,1989,35,32,2755,30.6,5,4,9,5,0,0,5,0,0.16,0.13,0.29,0.16,0.29,Matches
2617,Emiliano Velázquez,uy URU,DF,Getafe,es La Liga,21,1994,11,11,973,10.8,3,0,3,3,0,0,7,0,0.28,0.00,0.28,0.28,0.28,Matches
2618,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,19,1995,3,1,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2619,Rémy Vercoutre,fr FRA,GK,Caen,fr Ligue 1,35,1980,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2620,Daniele Verde,it ITA,"FW,MF",Frosinone,it Serie A,19,1996,6,1,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2621,Simone Verdi,it ITA,"FW,MF",Carpi,it Serie A,23,1992,8,3,273,3.0,3,0,3,1,2,2,1,0,0.99,0.00,0.99,0.33,0.33,Matches
2622,Simone Verdi,it ITA,"FW,MF",Eibar,es La Liga,23,1992,9,3,293,3.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2623,Joan Verdú,es ESP,MF,Fiorentina,it Serie A,32,1983,5,1,185,2.1,1,0,1,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,Matches
2624,Joan Verdú,es ESP,MF,Levante,es La Liga,32,1983,13,10,908,10.1,1,1,2,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,Matches
2625,Jordan Veretout,fr FRA,MF,Aston Villa,eng Premier League,22,1993,25,21,1820,20.2,0,5,5,0,0,0,4,0,0.00,0.25,0.25,0.00,0.25,Matches
2626,Santiago Vergini,ar ARG,DF,Getafe,es La Liga,26,1988,26,24,2203,24.5,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
2627,Paul Verhaegh,nl NED,DF,Augsburg,de Bundesliga,31,1983,25,25,2199,24.4,6,2,8,0,6,6,8,0,0.25,0.08,0.33,0.00,0.08,Matches
2628,Thomas Vermaelen,be BEL,DF,Barcelona,es La Liga,29,1985,10,6,508,5.6,1,0,1,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
2629,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,22,1992,18,11,1064,11.8,0,3,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches
2630,Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,28,1987,29,29,2594,28.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
2631,Verza,es ESP,MF,Levante,es La Liga,28,1986,29,23,2127,23.6,2,3,5,1,1,1,13,0,0.08,0.13,0.21,0.04,0.17,Matches
2632,Dušan Veškovac,rs SRB,DF,Troyes,fr Ligue 1,29,1986,13,11,1056,11.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2633,Jannik Vestergaard,dk DEN,DF,Werder Bremen,de Bundesliga,22,1992,33,33,2970,33.0,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches
2634,Rúben Vezo,pt POR,DF,Valencia,es La Liga,21,1994,15,10,1087,12.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2635,Aleix Vidal,es ESP,"DF,MF",Barcelona,es La Liga,25,1989,9,6,544,6.0,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
2636,Arturo Vidal,cl CHI,MF,Bayern Munich,de Bundesliga,28,1987,30,24,2042,22.7,4,5,9,4,0,0,3,0,0.18,0.22,0.40,0.18,0.40,Matches
2637,Vieirinha,pt POR,"DF,FW",Wolfsburg,de Bundesliga,29,1986,26,22,1896,21.1,1,5,6,1,0,0,3,0,0.05,0.24,0.28,0.05,0.28,Matches
2638,Jonathan Viera,es ESP,"FW,MF",Las Palmas,es La Liga,25,1989,36,36,3112,34.6,10,8,18,6,4,5,4,0,0.29,0.23,0.52,0.17,0.40,Matches
2639,Luciano Vietto,ar ARG,"FW,MF",Atlético Madrid,es La Liga,21,1993,19,12,960,10.7,1,3,4,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,Matches
2640,Carlos Vigaray,es ESP,DF,Getafe,es La Liga,20,1994,14,14,1192,13.2,1,1,2,1,0,0,7,1,0.08,0.08,0.15,0.08,0.15,Matches
2641,Borja Viguera,es ESP,FW,Athletic Club,es La Liga,28,1987,9,3,294,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2642,Fran Villalba,es ESP,"FW,MF",Valencia,es La Liga,17,1998,1,0,4,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2643,Thomas Vincensini,fr FRA,GK,Bastia,fr Ligue 1,21,1993,2,1,119,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2644,Roberto Vitiello,it ITA,DF,Palermo,it Serie A,32,1983,10,8,704,7.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
2645,Vitolo,es ESP,"FW,MF",Sevilla,es La Liga,25,1989,28,23,2052,22.8,2,4,6,2,0,0,6,1,0.09,0.18,0.26,0.09,0.26,Matches
2646,Giuseppe Vives,it ITA,MF,Torino,it Serie A,35,1980,33,28,2549,28.3,1,1,2,1,0,0,11,1,0.04,0.04,0.07,0.04,0.07,Matches
2647,Federico Viviani,it ITA,MF,Hellas Verona,it Serie A,23,1992,19,17,1592,17.7,3,6,9,3,0,0,5,1,0.17,0.34,0.51,0.17,0.51,Matches
2648,Emiliano Viviano,it ITA,GK,Sampdoria,it Serie A,29,1985,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2649,Oswaldo Vizcarrondo,ve VEN,DF,Nantes,fr Ligue 1,31,1984,30,29,2616,29.1,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
2650,Odisseas Vlachodimos,gr GRE,GK,Stuttgart,de Bundesliga,21,1994,3,2,203,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2651,Kevin Vogt,de GER,"DF,MF",Köln,de Bundesliga,23,1991,23,17,1473,16.4,0,2,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches
2652,Kevin Volland,de GER,"FW,MF",Hoffenheim,de Bundesliga,23,1992,33,31,2724,30.3,8,7,15,6,2,3,8,0,0.26,0.23,0.50,0.20,0.43,Matches
