Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
903,Kévin Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,29,1987,19.0,,,,,,,,,,,,,,,,,Matches
904,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,26,1989,29.8,,,,,,,,,,,,,,,,,Matches
905,Ganso,br BRA,MF,Sevilla,es La Liga,26,1989,5.4,,,,,,,,,,,,,,,,,Matches
906,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,29,1986,26.0,,,,,,,,,,,,,,,,,Matches
907,Aleix García,es ESP,MF,Manchester City,eng Premier League,19,1997,0.9,,,,,,,,,,,,,,,,,Matches
908,Dani García,es ESP,MF,Eibar,es La Liga,26,1990,35.4,,,,,,,,,,,,,,,,,Matches
909,David García,es ESP,DF,Las Palmas,es La Liga,34,1982,18.3,,,,,,,,,,,,,,,,,Matches
910,David García,es ESP,"DF,MF",Osasuna,es La Liga,22,1994,24.3,,,,,,,,,,,,,,,,,Matches
911,Imanol García,es ESP,MF,Osasuna,es La Liga,20,1995,5.8,,,,,,,,,,,,,,,,,Matches
912,Manu García,es ESP,MF,Alavés,es La Liga,30,1986,22.3,,,,,,,,,,,,,,,,,Matches
913,Mateo García,ar ARG,"FW,MF",Las Palmas,es La Liga,19,1996,8.0,,,,,,,,,,,,,,,,,Matches
914,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,30,1986,31.9,,,,,,,,,,,,,,,,,Matches
915,Raúl García,es ESP,DF,Alavés,es La Liga,27,1989,14.1,,,,,,,,,,,,,,,,,Matches
916,Samu García,es ESP,"FW,MF",Leganés,es La Liga,26,1990,5.9,,,,,,,,,,,,,,,,,Matches
917,Santiago García,ar ARG,DF,Werder Bremen,de Bundesliga,28,1988,16.0,,,,,,,,,,,,,,,,,Matches
918,Ulisses Garcia,ch SUI,"DF,MF",Werder Bremen,de Bundesliga,20,1996,3.9,,,,,,,,,,,,,,,,,Matches
919,Unai García,es ESP,DF,Osasuna,es La Liga,24,1992,20.8,,,,,,,,,,,,,,,,,Matches
